text,label
"Process hollowing is a process injection technique that creates a new legitimate process in a suspended mode, unmaps its main image and replaces it with malicious code.",T1055
The malicious code is written into the newly created process and the suspended thread context instruction pointer is changed using NtGetContextThread/NtSetContextThread.,T1055
for process hollowing from a WoW64 process into a 64-bit svchost.exe,T1055
Evasive Process Hollowing By Entrypoint Patching,T1055
Evasive Process,T1055
Evasive Process Hollowing by Entrypoint Patching,T1055
Decompresses a local buffer,T1140
Common injection methods used by banking Trojans involve writing a mapped PE into a remote process using WriteProcessMemory,T1055
"obscure the call by wiping artifacts from the buffer, such as wiping the PE header.",T1027
malware disguised as Hancom Office document files.,T1036.005
“Who and What Threatens the World (Column).exe” and is designed to deceive users by using an icon that is similar to that of Hancom Office.,T1036.005
creating a folder named onedrivenew in the AppData directory and self-copying itself with the filename onedrivenew.exe to appear as a normal file.,T1036.005
malware creating and executing a normal Hancom Office file with the same filename as the malware within the same directory where the malware was executed.,T1036.005
connect to a certain URL every 60 minutes using the normal Windows file mshta.exe.,T1036.005
URL registered in the task scheduler appears to be a normal homepage,T1036.005
Decompressing the compressed file,T1027
Decompressing,T1140
injected and executed within the normal Windows process called mstsc.exe.,T1055
of mstsc.exe being executed after being injected with malware,T1055
deleted using the cmd command.,T1070.004
registers its file with the name onedrivenew under the Run key,T1112
registers its file with the name onedrivenew under the Run key in order to make it run after the system is rebooted.,T1547.001
schtasks.exe command to register the file to the task scheduler with,T1053.005
URL registered in the task scheduler,T1053.005
connect to a certain URL every 60 minutes using the normal Windows file mshta.exe.,T1071.001
using an obfuscated Meterpreter stager,T1027
One of the techniques to conceal the traffic from DNS-based filtering is Domain Fronting.,T1090
Domain fronting uses legitimate or high-reputation domains to remain undetected by defenders.,T1090
domains for domain fronting may indicate an interest in the geopolitics of this area of the world.,T1090
the domain fronting functionality before launching the attack.,T1090
"The actor in this campaign has used domain fronting, which is a technique which can use high reputation domains to conceal the Cobalt Strike command and control traffic.",T1090
Domain fronting can be achieved with a redirect between the malicious server and the target.,T1090
actors may misuse various content delivery networks (CDNs) to set up redirects of serving content to the content served by attacker-controlled C2 hosts.,T1090
The beacons are of particular interest due to the domain fronting technique using a government host as the initial DNS lure.,T1090
The DNS request for the initial host resolves to a Cloudflare-owned IP address that allows the attacker to employ domain fronting and send the traffic to the actual C2 host,T1090
Domain fronting is a technique used by attackers to circumvent protection based on DNS filtering.,T1090
modify the subsequent HTTPs requests header to instruct the CDN to direct the traffic to an attacker-controlled host.,T1090
The threat actor in this case uses domain fronting with the Cloudflare Content Delivery Network,T1090
.]net via HTTP Get and POST metadata specified in the beacon's configuration.,T1071.001
"relies on other parts of the HTTP request, including the Host header and the actual C2",T1071.001
suspicious section .kxrt with the packed and encoded malicious code.,T1027
decryption routine is executed that decrypts the remaining malicious code in the .kxrt section and writes it to the virtual memory.,T1140
Decoder routine to decrypt the beacon DLL.,T1140
The decrypted malicious code,T1140
"Once decoded, the loader's execution jumps to the beginning of the DLL",T1140
now responsible for decoding the configuration.,T1140
by calling WinHTTPGetProxyForUrlEx and WinHTTPCreateProxyResolver,T1106
calls the VirtualProtect function,T1106
modifies the victim's system power and lid open/close policies in the registry.,T1112
can also manage the system power policies registry keys to set the minimum and maximum sleep times and the lid open and close action policy.,T1112
routed through European TOR VPN exit nodes.,T1090
VPN access using Single Factor authentication.,T1078
Minidump of LSASS process memory,T1003.001
The minidump function of comsvcs.dll can be used to dump lsass.exe.,T1003.001
leveraging comsvcs.dll with proxy execution by rundll32.exe.,T1218.011
"do rundll32.exe C:\windows\System32\comsvcs.dll,",T1218.011
Conducting discovery indirectly via schedule tasks named “Windows Update”,T1053.005
performing remote directory listings.,T1083
to discover interesting to them directories,T1083
"Leveraging a dual-use tool, PCHunter64, to acquire detailed process and system information.",T1082
Threat actors can use windows binaries and commands,T1059.003
RDP connection established,T1021.001
"Remote Desktop Protocol (RDP), and the threat actor was able to move freely across the network",T1021.001
the threat actor was able to RDP unencumbered across the organization’s infrastructure.,T1021.001
The threat actor executed two actions to bypass Windows Defender,T1562.001
"the threat actor leveraged one of the most popular dual-use agents, AnyDesk, to provide persistent remote access into the affected organization on multiple systems.",T1219
"several files were staged for possible, but unconfirmed exfiltration",T1074.001
spear phishing emails that contain a .csv or .xlt file attachment,T1566.001
The email is directed to “Non-Resident Alien” tax payers to have them fill out a PDF file (that is attached to the email),T1566.001
"a cyber-attack in the form of credential stuffing,",T1110
Enduring Credential Stuffing,T1110
using login credentials from what the company suspects are past data breaches from other companies,T1110
replace the “ServiceManager.exe” file from the driver folder with a malicious file to trick the driver into running the tainted file,T1036.005
log keystrokes,T1056.001
decrypts that specific payload code,T1140
A threat actor could establish an administrator session,T1078
a payload download code that grabs malware to download and install the backdoor.,T1105
then sign on as a legitimate user,T1078
decrypting database passwords from Windows registry values,T1140
decrypting them from Windows registry values,T1140
decrypt the more sensitive data in the user’s database.,T1140
"decrypt these database passwords,",T1140
decryption,T1140
decryption,T1140
decrypts the password,T1140
decrypted dba user password.,T1140
decrypts this payload,T1140
decrypting the appropriate loader,T1140
decryption,T1140
decrypts the payload,T1140
decrypting them,T1140
gather database passwords,T1005
steal database passwords and configuration information,T1005
steal credentials by decrypting them from registry values.,T1005
Exfiltrated credentials,T1078
decrypt these database passwords,T1078
decrypts the password for the dba username,T1078
decrypted dba user password.,T1078
successfully obtain the database passwords,T1078
steal credentials by decrypting them from registry values,T1078
